transaction_id,date,site,department,product_line,units_processed,target_units,defects,downtime_minutes,labour_hours,on_time_flag,cost_gbp,revenue_gbp,data_quality_flag
TXN-00762,2026-03-19,Sheffield,Packing,Beta,102,83,2,32,7.34,1,833.8,1024.06,OK
TXN-00763,2025-04-16,Leeds,Dispatch,Delta,96,91,0,9,8.07,1,706.91,1094.69,OK
TXN-00764,2026-02-28,Leeds,Assembly,Delta,152,162,6,15,13.54,1,983.8,1582.7,OK
TXN-00765,2025-01-31,Sheffield,Assembly,Gamma,109,102,3,23,10.31,1,703.83,1326.29,OK
TXN-00766,2025-12-09,Leeds,Packing,Delta,108,106,1,13,7.32,1,796.67,1254.96,OK
TXN-00767,2025-05-11,Leeds,Dispatch,Gamma,101,126,2,15,7.97,0,541.44,989.79,OK
TXN-00768,2025-01-20,Nottingham,Packing,Alpha,132,128,2,7,9.47,1,1003.92,1609.14,OK
TXN-00769,2026-01-04,Nottingham,Assembly,Gamma,154,155,0,17,12.54,1,890.75,1413.69,OK
TXN-00770,2026-02-02,Nottingham,Assembly,Gamma,170,179,2,17,10.87,1,1244.79,1929.05,OK
TXN-00771,2025-04-21,Manchester,Packing,Gamma,113,96,6,4,11.54,1,854.91,1426.01,OK
TXN-00772,2025-12-25,Sheffield,Assembly,Delta,122,128,2,15,8.83,1,880.44,1161.6,OK
TXN-00773,2025-08-08,Leeds,Quality,Delta,74,86,2,11,6.55,0,465.94,931.78,OK
TXN-00774,2025-07-30,Nottingham,Dispatch,Delta,108,85,1,12,6.63,1,735.5,951.54,OK
TXN-00775,2026-01-26,Leeds,Quality,Beta,169,144,2,7,11.32,1,1125.28,1811.8,OK
TXN-00776,2026-04-10,Manchester,Packing,Beta,206,168,5,5,19.26,1,1324.81,2253.91,OK
TXN-00777,2025-01-04,Manchester,Quality,Beta,62,73,1,13,4.59,0,472.27,753.39,OK
TXN-00778,2026-01-08,Nottingham,Packing,Alpha,204,172,2,19,15.52,1,1215.31,2577.0,OK
TXN-00779,2026-04-25,Nottingham,Dispatch,Beta,193,167,4,17,14.22,1,1379.02,1939.44,OK
TXN-00780,2025-06-20,Sheffield,Assembly,Delta,154,155,1,25,11.75,1,932.58,1471.53,OK
TXN-00781,2026-02-25,Leeds,Quality,Gamma,84,107,3,12,5.24,0,611.91,826.01,OK
TXN-00782,2025-11-03,Manchester,Packing,Delta,124,143,4,33,9.62,0,702.61,1123.99,OK
TXN-00783,2026-05-12,Manchester,Dispatch,Alpha,89,83,2,4,9.05,1,664.65,1047.43,OK
TXN-00784,2025-02-23,Leeds,Dispatch,Alpha,120,139,0,2,9.31,0,873.44,1257.95,OK
TXN-00785,2025-07-09,Manchester,Quality,Beta,159,145,4,10,12.96,1,830.72,1499.0,OK
TXN-00786,2025-04-27,Leeds,Dispatch,Alpha,131,119,2,18,11.27,1,730.77,1458.75,OK
TXN-00787,2025-09-05,Nottingham,Quality,Alpha,82,97,5,8,6.28,0,537.05,865.13,OK
TXN-00788,2025-12-12,Manchester,Quality,Beta,201,174,6,15,15.23,1,1163.99,2208.7,OK
TXN-00789,2025-04-11,Manchester,Quality,Beta,151,133,2,4,9.72,1,888.99,1648.78,OK
TXN-00790,2026-04-18,Nottingham,Packing,Beta,144,134,5,12,9.71,1,733.57,1231.01,OK
TXN-00791,2025-07-28,Nottingham,Dispatch,Gamma,101,97,1,10,8.14,1,609.22,1094.89,OK
TXN-00792,2025-12-11,Sheffield,Quality,Beta,105,86,0,14,9.22,1,743.0,1018.79,OK
TXN-00793,2026-02-05,Leeds,Packing,Beta,147,114,6,3,11.34,1,1039.63,1674.86,OK
TXN-00794,2025-02-04,Leeds,Dispatch,Delta,107,86,1,19,6.96,1,593.91,1038.63,OK
TXN-00795,2025-01-25,Sheffield,Packing,Gamma,70,73,2,16,5.27,1,448.3,659.14,OK
TXN-00796,2025-08-03,Leeds,Packing,Alpha,146,156,3,13,9.25,1,1057.35,1572.01,OK
TXN-00797,2025-11-28,Sheffield,Packing,Alpha,166,175,3,12,12.19,1,951.6,1493.2,OK
TXN-00798,2025-12-18,Sheffield,Packing,Beta,68,77,2,5,5.07,0,398.04,703.71,OK
TXN-00799,2026-05-26,Nottingham,Dispatch,Alpha,149,163,0,47,10.04,0,965.27,1271.49,OK
TXN-00800,2025-09-27,Sheffield,Assembly,Alpha,missing,120,3,24,6.22,1,791.34,1134.42,OK
TXN-00801,2025-03-30,Leeds,Packing,Alpha,110,89,2,21,8.81,1,847.95,1100.25,OK
TXN-00802,2026-03-21,Manchester,Packing,Alpha,84,83,1,48,7.82,0,709.9,889.79,OK
TXN-00803,2026-03-03,Manchester,Dispatch,Delta,131,126,1,27,9.7,1,702.36,1426.79,OK
TXN-00804,2026-05-12,Nottingham,Assembly,Gamma,150,173,2,21,10.98,0,1103.25,1395.23,OK
TXN-00805,2025-07-19,Sheffield,Packing,Alpha,118,124,3,0,6.69,1,718.57,1177.81,OK
TXN-00806,2025-07-29,Leeds,Assembly,Gamma,147,164,4,24,10.69,0,969.99,1346.97,OK
TXN-00807,2025-10-30,Manchester,Dispatch,Alpha,143,142,1,23,11.18,1,777.69,1543.46,OK
TXN-00808,2025-01-19,Sheffield,Quality,Gamma,100,115,2,6,9.44,0,683.25,1167.77,OK
TXN-00809,2026-01-24,Manchester,Assembly,Delta,180,170,5,54,14.38,0,1162.76,2026.11,OK
TXN-00810,2025-08-20,Leeds,Quality,Delta,132,149,1,14,10.65,0,973.62,1454.11,OK
TXN-00811,2025-04-17,Leeds,Dispatch,Delta,138,123,3,14,10.03,1,988.85,1435.71,OK
TXN-00812,2025-09-20,Manchester,Packing,Beta,146,149,10,9,11.21,1,769.23,1778.28,OK
TXN-00813,2025-05-31,Manchester,Assembly,Beta,106,103,3,23,8.37,1,830.47,1318.6,OK
TXN-00814,2026-02-01,Manchester,Dispatch,Beta,100,92,2,21,6.55,1,685.58,1195.74,OK
TXN-00815,2026-05-02,Manchester,Packing,Alpha,112,137,3,5,8.25,0,639.55,1021.62,OK
TXN-00816,2025-12-22,Leeds,Assembly,Alpha,95,104,0,17,7.76,1,745.27,1164.83,OK
TXN-00817,2025-01-25,Leeds,Dispatch,Delta,130,117,2,13,10.47,1,811.87,1574.58,OK
TXN-00818,2025-08-20,Leeds,Packing,Beta,85,86,0,7,5.12,1,427.22,872.91,OK
TXN-00819,2025-07-22,Leeds,Quality,Alpha,76,82,1,17,5.35,1,456.79,831.0,OK
TXN-00820,2025-04-26,Nottingham,Quality,Alpha,173,133,3,6,14.52,1,848.01,2052.64,OK
TXN-00821,2025-04-26,Manchester,Dispatch,Delta,143,169,6,64,10.19,0,1215.81,1249.65,OK
TXN-00822,2025-02-13,Leeds,Packing,Delta,99,74,0,22,5.56,1,681.77,1122.46,OK
TXN-00823,2025-01-20,Nottingham,Dispatch,Beta,167,154,3,18,13.45,1,952.12,1925.51,OK
TXN-00824,2025-09-12,Manchester,Quality,Gamma,missing,91,2,15,6.19,1,537.52,1010.6,OK
TXN-00825,2025-08-12,Sheffield,Quality,Delta,184,173,2,1,13.24,1,1032.79,2113.22,OK
TXN-00826,2025-12-14,Leeds,Packing,Beta,158,159,4,11,10.59,1,1189.96,1366.9,OK
TXN-00827,2025-02-11,Manchester,Quality,Delta,116,135,3,21,10.83,0,623.77,1388.78,OK
TXN-00828,2025-07-06,Nottingham,Dispatch,Alpha,114,118,2,12,6.92,1,591.89,1035.17,OK
TXN-00829,2025-12-06,Nottingham,Packing,Alpha,75,85,2,15,6.29,0,436.06,886.53,OK
TXN-00830,2025-10-25,Nottingham,Dispatch,Gamma,100,137,2,2,7.23,0,669.89,938.39,OK
TXN-00831,2025-07-10,Manchester,Packing,Beta,157,174,5,9,12.18,1,941.55,1474.16,OK
TXN-00832,2025-03-24,Leeds,Assembly,Gamma,96,113,2,13,6.44,0,677.03,1086.5,OK
TXN-00833,2025-12-25,Sheffield,Assembly,Beta,83,75,1,29,7.0,1,478.26,834.12,OK
TXN-00834,2025-10-07,Manchester,Packing,Delta,139,132,1,22,10.65,1,802.78,1302.19,OK
TXN-00835,2026-05-28,Nottingham,Dispatch,Delta,107,152,1,10,8.51,0,625.99,1178.82,OK
TXN-00836,2025-11-22,Sheffield,Assembly,Beta,140,123,1,24,10.44,1,1000.41,1776.68,OK
TXN-00837,2026-04-22,Nottingham,Packing,Delta,161,170,1,2,9.63,1,801.74,1395.49,OK
TXN-00838,2026-02-15,Sheffield,Packing,Gamma,208,177,2,8,16.92,1,1191.74,2246.63,OK
TXN-00839,2025-03-15,Leeds,Assembly,Beta,115,130,0,14,8.81,0,740.67,1311.03,OK
TXN-00840,2025-04-20,Leeds,Dispatch,Beta,133,146,5,6,9.7,1,806.46,1447.19,OK
TXN-00841,2025-05-20,Nottingham,Dispatch,Gamma,106,92,0,25,8.12,1,589.85,1015.68,OK
TXN-00842,2025-01-03,Nottingham,Dispatch,Gamma,103,97,3,15,9.08,1,691.18,1280.74,OK
TXN-00843,2025-05-10,Leeds,Packing,Alpha,94,102,0,17,5.88,1,574.44,1083.93,OK
TXN-00844,2025-06-10,Manchester,Dispatch,Alpha,134,150,4,5,9.34,0,875.24,1340.8,OK
TXN-00845,2025-05-11,Leeds,Quality,Beta,80,74,1,11,5.22,1,493.23,939.65,OK
TXN-00846,2025-06-08,Manchester,Quality,Alpha,100,88,2,10,7.86,1,544.27,1165.63,OK
TXN-00847,2025-11-25,Nottingham,Assembly,Alpha,108,122,1,43,11.23,0,848.92,1029.42,OK
TXN-00848,2025-05-22,Manchester,Quality,Delta,179,173,6,9,13.88,1,1118.56,1799.31,OK
TXN-00849,2025-09-22,Manchester,Dispatch,Delta,59,79,1,0,5.0,0,387.87,583.83,OK
TXN-00850,2025-08-23,Leeds,Packing,Delta,154,135,1,7,9.87,1,901.17,1958.52,OK
TXN-00851,2026-02-08,Sheffield,Assembly,Alpha,120,140,1,14,7.95,0,736.6,1075.48,OK
TXN-00852,2026-05-26,Leeds,Quality,Delta,174,170,7,9,13.61,1,978.99,1788.98,OK
TXN-00853,2025-09-13,Leeds,Packing,Delta,116,122,2,13,9.6,1,729.16,1007.13,OK
TXN-00854,2025-10-01,Nottingham,Packing,Beta,81,104,3,33,7.34,0,523.32,765.14,OK
TXN-00855,2026-02-02,Leeds,Packing,Alpha,157,147,4,10,9.66,1,1063.1,1677.15,OK
TXN-00856,2025-09-10,Leeds,Assembly,Delta,68,77,1,23,4.85,0,482.06,752.09,OK
TXN-00857,2026-04-11,,Assembly,Alpha,144,152,5,16,10.24,1,923.52,1822.97,OK
TXN-00858,2026-01-24,Manchester,Packing,Alpha,136,130,3,17,10.55,1,844.46,1231.11,OK
TXN-00859,2025-03-29,Sheffield,Packing,Beta,199,167,2,18,15.23,1,1251.17,1990.95,OK
TXN-00860,2025-08-08,Sheffield,Dispatch,Gamma,114,104,8,14,9.61,1,804.62,1458.35,OK
TXN-00861,2025-11-16,Manchester,Assembly,Delta,115,131,3,15,9.9,0,699.98,1227.05,OK
TXN-00862,2025-06-23,Leeds,Quality,Delta,115,125,0,3,10.15,1,714.37,1133.71,OK
TXN-00863,2025-06-29,Sheffield,Dispatch,Beta,112,160,1,18,9.7,0,698.47,1147.17,OK
TXN-00864,2025-08-12,Manchester,Quality,Gamma,113,116,3,14,8.26,1,657.91,1063.48,OK
TXN-00865,2025-06-02,Leeds,Dispatch,Delta,70,78,1,3,4.49,0,382.02,605.32,OK
TXN-00866,2026-03-05,Leeds,Dispatch,Delta,72,72,0,4,6.96,1,403.38,835.17,OK
TXN-00867,2026-05-23,Leeds,Dispatch,Gamma,164,140,3,13,11.25,1,956.4,1928.61,OK
TXN-00868,2025-02-20,Leeds,Assembly,Beta,93,89,3,12,6.59,1,646.05,997.7,OK
TXN-00869,2026-02-14,Sheffield,Quality,Alpha,121,146,3,13,9.87,0,655.17,1107.2,OK
TXN-00870,2025-11-22,Sheffield,Quality,Alpha,115,146,3,10,8.42,0,841.43,1250.75,OK
TXN-00871,2025-07-24,Sheffield,Quality,Gamma,78,94,3,31,6.73,0,493.74,686.17,OK
TXN-00872,2025-11-18,Nottingham,Packing,Beta,176,157,4,38,14.01,0,1412.99,2180.91,OK
TXN-00873,2026-02-07,Manchester,Assembly,Delta,139,143,8,44,9.48,0,729.27,1758.12,OK
TXN-00874,2025-03-04,Leeds,Assembly,Delta,186,165,1,20,14.73,1,1015.58,2069.54,OK
TXN-00875,2025-10-03,Leeds,Dispatch,Beta,112,93,1,32,9.71,1,719.27,1121.38,OK
TXN-00876,2025-08-31,Nottingham,Quality,Alpha,66,83,3,2,4.19,0,368.88,643.35,OK
TXN-00877,2025-10-27,Sheffield,Dispatch,Delta,58,74,0,10,3.42,0,368.14,654.84,OK
TXN-00878,2025-06-21,Manchester,Dispatch,Alpha,165,148,5,5,11.37,1,1047.13,1435.75,OK
TXN-00879,2025-01-29,Manchester,Packing,Alpha,165,137,3,8,12.66,1,1137.93,1502.45,OK
TXN-00880,2025-10-30,Sheffield,Packing,Gamma,116,141,5,6,8.5,0,753.44,1094.54,OK
TXN-00881,2025-12-09,Leeds,Assembly,Gamma,137,140,3,34,9.95,1,957.15,1343.24,OK
TXN-00882,2026-03-19,Nottingham,Quality,Delta,90,102,2,36,6.73,0,549.8,1068.54,OK
TXN-00883,2025-07-20,Leeds,Assembly,Beta,103,86,1,18,9.47,1,733.84,1287.47,OK
TXN-00884,2025-08-15,Sheffield,Packing,Gamma,160,173,2,8,11.22,1,909.47,1884.95,OK
TXN-00885,2026-05-13,Manchester,Dispatch,Gamma,103,114,4,3,6.05,1,504.55,899.92,OK
TXN-00886,2026-01-18,Leeds,Dispatch,Beta,162,146,3,1,12.15,1,973.44,1760.55,OK
TXN-00887,2025-01-14,Leeds,Quality,Alpha,97,102,4,13,7.63,1,657.88,1188.39,OK
TXN-00888,2025-11-02,Sheffield,Assembly,Delta,153,147,3,20,12.68,1,1193.21,1418.98,OK
TXN-00889,2026-01-20,Nottingham,Packing,Delta,112,103,2,2,7.17,1,780.13,1290.74,OK
TXN-00890,2026-05-01,Sheffield,Dispatch,Delta,144,159,3,3,9.89,1,869.5,1363.26,OK
TXN-00891,2025-11-21,Manchester,Packing,Gamma,145,171,3,3,11.2,0,801.02,1364.47,OK
TXN-00892,2025-12-25,Sheffield,Packing,Delta,113,132,0,16,10.07,0,654.28,1032.57,OK
TXN-00893,2026-03-23,Nottingham,Packing,Alpha,178,176,1,9,12.01,1,921.67,2214.95,OK
TXN-00894,2025-03-24,Sheffield,Dispatch,Alpha,108,88,4,4,9.46,1,752.24,1055.19,OK
TXN-00895,2025-10-06,Manchester,Dispatch,Alpha,89,119,2,46,8.56,0,549.85,854.14,OK
TXN-00896,2025-06-15,Nottingham,Assembly,Alpha,96,91,3,28,7.71,1,739.32,960.91,OK
TXN-00897,2025-09-15,Sheffield,Dispatch,Beta,177,163,4,16,15.37,1,1042.44,1928.7,OK
TXN-00898,2025-12-09,Nottingham,Quality,Delta,85,79,3,15,6.9,1,598.64,977.15,OK
TXN-00899,2025-12-09,Leeds,Packing,Beta,156,173,3,35,12.43,0,1107.94,1475.04,OK
TXN-00900,2025-03-08,Leeds,Dispatch,Beta,125,136,2,5,10.19,1,839.68,1560.35,OK
TXN-00901,2026-02-26,Leeds,Packing,Delta,97,92,4,29,6.23,1,750.19,922.63,OK
TXN-00902,2025-01-26,Sheffield,Packing,Delta,150,176,2,0,12.12,0,945.04,1496.41,OK
TXN-00903,2026-02-17,Sheffield,Quality,Delta,132,119,0,6,8.93,1,659.1,1465.96,OK
TXN-00904,2025-04-16,Leeds,Dispatch,Alpha,72,80,0,9,3.73,1,441.36,669.86,OK
TXN-00905,2025-08-13,Manchester,Dispatch,Beta,missing,172,6,18,14.21,1,1189.34,2237.37,OK
TXN-00906,2025-06-04,Manchester,Quality,Delta,109,105,1,4,9.57,1,584.09,1105.39,OK
TXN-00907,2025-02-26,Manchester,Assembly,Beta,167,164,3,33,13.84,1,886.8,1752.84,OK
TXN-00908,2025-06-24,Sheffield,Quality,Delta,96,99,3,22,8.16,1,567.49,1094.82,OK
TXN-00909,2025-10-14,Leeds,Packing,Gamma,140,130,2,9,11.73,1,837.78,1271.73,OK
TXN-00910,2025-05-24,Leeds,Assembly,Gamma,185,148,4,17,15.73,1,1420.74,2085.61,OK
TXN-00911,2026-04-29,Sheffield,Dispatch,Delta,110,99,1,7,8.74,1,687.28,1401.18,OK
TXN-00912,2025-06-29,Manchester,Quality,Gamma,118,95,2,17,7.55,1,768.98,1389.12,OK
TXN-00913,2025-05-20,Sheffield,Assembly,Delta,106,88,1,22,9.33,1,615.01,1080.73,OK
TXN-00914,2025-06-23,Leeds,Packing,Alpha,127,131,3,15,10.23,1,884.54,1491.54,OK
TXN-00915,2025-06-13,Nottingham,Dispatch,Delta,98,112,2,14,7.54,0,692.5,1018.63,OK
TXN-00916,2026-04-22,Sheffield,Packing,Delta,141,115,3,17,10.79,1,718.95,1534.97,OK
TXN-00917,2025-12-17,Sheffield,Packing,Beta,124,106,0,4,8.81,1,643.88,1448.25,OK
TXN-00918,2025-03-04,Nottingham,Assembly,Beta,200,151,4,23,17.71,1,1108.73,1900.58,OK
TXN-00919,2026-03-10,Leeds,Assembly,Delta,113,109,3,19,8.41,1,690.33,1395.73,OK
TXN-00920,2026-05-29,Sheffield,Quality,Delta,137,148,1,8,11.33,1,1013.46,1563.3,OK
TXN-00921,2025-01-03,Sheffield,Quality,Delta,108,110,2,13,7.73,1,549.49,1089.07,OK
TXN-00922,2025-11-15,Leeds,Packing,Beta,126,119,2,3,8.98,1,697.47,1213.19,OK
TXN-00923,2025-06-03,Sheffield,Quality,Beta,88,106,2,19,7.15,0,560.03,992.17,OK
TXN-00924,2026-05-11,Manchester,Assembly,Alpha,147,145,3,12,10.5,1,818.97,1715.17,OK
TXN-00925,2025-02-15,Leeds,Assembly,Gamma,80,75,1,28,7.03,1,589.35,935.7,OK
TXN-00926,2025-01-23,Manchester,Packing,Delta,112,129,6,6,8.82,0,600.03,953.64,OK
TXN-00927,2026-01-05,Sheffield,Quality,Alpha,156,164,4,12,12.75,1,1139.0,1572.64,OK
TXN-00928,2025-01-10,Manchester,Quality,Gamma,141,125,6,13,12.23,1,1030.68,1351.32,OK
TXN-00929,2026-05-08,Leeds,Dispatch,Alpha,73,84,2,3,5.81,0,360.89,837.33,OK
TXN-00930,2025-12-30,Sheffield,Quality,Delta,142,159,1,14,10.71,0,943.5,1555.33,OK
TXN-00931,2026-05-06,Manchester,Quality,Delta,90,94,3,24,5.52,1,577.92,948.23,OK
TXN-00932,2026-05-10,Sheffield,Assembly,Delta,124,98,3,32,10.39,1,886.58,1461.35,OK
TXN-00933,2025-11-26,Manchester,Dispatch,Delta,79,93,5,8,6.77,0,590.44,841.43,OK
TXN-00934,2025-05-06,Nottingham,Quality,Delta,111,124,2,10,9.64,0,736.44,1335.95,OK
TXN-00935,2025-02-03,Manchester,Quality,Beta,83,80,3,9,4.89,1,529.78,872.51,OK
TXN-00936,2025-11-26,Sheffield,Dispatch,Delta,135,128,6,48,10.95,0,1030.91,1657.68,OK
TXN-00937,2025-03-18,Sheffield,Quality,Alpha,96,113,1,14,6.04,0,611.62,1084.46,OK
TXN-00938,2026-04-09,Manchester,Assembly,Beta,181,151,5,19,14.11,1,1296.33,1821.17,OK
TXN-00939,2025-01-09,Leeds,Assembly,Alpha,162,159,5,21,14.59,1,1028.36,1442.84,OK
TXN-00940,2025-08-27,Sheffield,Dispatch,Gamma,78,83,2,17,4.87,1,439.91,996.48,OK
TXN-00941,2026-05-25,Leeds,Quality,Alpha,207,178,6,10,13.78,1,1347.33,2495.25,OK
TXN-00942,2025-12-18,Sheffield,Packing,Gamma,140,123,6,6,10.31,1,700.65,1686.84,OK
TXN-00943,2026-01-28,Nottingham,Assembly,Delta,156,148,1,11,11.51,1,1135.49,1993.28,OK
TXN-00944,2025-12-23,Nottingham,Packing,Gamma,103,85,1,40,8.21,0,713.28,1240.85,OK
TXN-00945,2026-05-17,Nottingham,Packing,Beta,69,74,0,9,6.53,1,483.81,640.08,OK
TXN-00946,2025-08-21,Leeds,Dispatch,Beta,89,107,4,9,7.24,0,595.77,907.63,OK
TXN-00947,2025-10-29,Nottingham,Dispatch,Gamma,117,105,2,2,8.52,1,589.31,1022.02,OK
TXN-00948,2025-07-28,Manchester,Assembly,Alpha,79,73,4,29,6.01,1,536.91,683.19,OK
TXN-00949,2025-12-06,Sheffield,Quality,Gamma,83,85,0,1,7.42,1,585.86,962.11,OK
TXN-00950,2025-09-24,Manchester,Packing,Beta,129,131,3,30,8.41,1,762.69,1178.08,OK
TXN-00951,2026-03-09,Manchester,Quality,Beta,181,155,5,5,14.35,1,1345.4,1817.09,OK
TXN-00952,2025-09-17,Manchester,Quality,Delta,78,72,2,44,6.53,0,619.3,997.16,OK
TXN-00953,2026-04-30,Manchester,Packing,Delta,215,160,5,3,15.63,1,1589.53,2115.0,OK
TXN-00954,2025-08-07,Leeds,Quality,Delta,141,168,2,17,8.64,0,941.74,1345.55,OK
TXN-00955,2025-03-30,Sheffield,Dispatch,Delta,94,94,2,4,8.6,1,662.71,842.37,OK
TXN-00956,2025-12-26,Leeds,Dispatch,Alpha,195,157,0,3,13.31,1,1191.72,2388.92,OK
TXN-00957,2026-03-16,Leeds,Quality,Alpha,170,146,2,5,12.99,1,1204.65,1824.69,OK
TXN-00958,2025-10-29,Sheffield,Assembly,Beta,71,98,1,11,3.58,0,492.54,775.04,OK
TXN-00959,2026-01-19,Nottingham,Dispatch,Alpha,72,70,1,7,5.17,1,445.07,851.55,OK
TXN-00960,2025-08-30,Leeds,Dispatch,Delta,143,172,2,8,9.44,0,1018.25,1243.35,OK
TXN-00961,2025-04-26,Manchester,Assembly,Delta,152,135,7,17,12.95,1,860.94,1826.08,OK
TXN-00962,2025-10-02,Manchester,Assembly,Delta,131,173,5,14,11.44,0,790.78,1254.06,OK
TXN-00963,2025-01-15,Manchester,Assembly,Delta,91,105,6,27,7.26,0,575.65,1120.34,OK
TXN-00964,2025-05-05,Leeds,Dispatch,Alpha,135,149,1,8,11.08,1,1028.78,1471.3,OK
TXN-00965,2025-06-24,Manchester,Packing,Gamma,117,114,1,4,8.8,1,709.14,1034.39,OK
TXN-00966,2025-08-15,Manchester,Packing,Alpha,151,170,4,6,12.8,0,1153.6,1648.59,OK
TXN-00967,2025-07-04,Leeds,Assembly,Beta,77,84,0,34,6.81,1,625.8,781.65,OK
TXN-00968,2025-01-06,Manchester,Packing,Alpha,171,159,4,8,13.62,1,956.74,1711.88,OK
TXN-00969,2025-11-24,Sheffield,Assembly,Beta,170,149,7,32,14.8,1,874.05,1528.5,OK
TXN-00970,2025-06-13,Nottingham,Assembly,Gamma,123,129,1,25,8.68,1,762.83,1308.14,OK
TXN-00971,2025-02-07,Sheffield,Assembly,Delta,112,99,5,24,9.68,1,678.74,1325.2,OK
TXN-00972,2025-12-20,Leeds,Quality,Delta,127,132,3,18,7.54,1,737.77,1264.01,OK
TXN-00973,2026-03-16,Leeds,Quality,Gamma,126,123,5,10,8.01,1,925.4,1568.93,OK
TXN-00974,2025-02-25,Sheffield,Dispatch,Gamma,89,84,1,25,6.61,1,533.53,772.72,OK
TXN-00975,2025-06-07,Nottingham,Dispatch,Delta,165,162,5,6,12.69,1,1211.54,1469.04,OK
TXN-00976,2026-02-26,Leeds,Assembly,Delta,68,76,1,20,4.01,0,500.87,811.65,OK
TXN-00977,2025-05-30,Manchester,Dispatch,Beta,102,97,3,3,9.4,1,730.63,1169.71,OK
TXN-00978,2025-04-12,Nottingham,Assembly,Beta,182,175,3,32,15.02,1,1050.5,1615.32,OK
TXN-00979,2026-04-02,Leeds,Assembly,Delta,112,112,4,12,7.74,1,815.24,1382.82,OK
TXN-00980,2025-11-02,Manchester,Assembly,Alpha,88,95,0,14,7.47,1,587.14,768.93,OK
TXN-00981,2026-03-21,Sheffield,Quality,Gamma,163,169,4,3,12.43,1,811.38,1840.31,OK
TXN-00982,2025-07-05,Manchester,Dispatch,Gamma,143,134,6,20,11.83,1,898.75,1739.98,OK
TXN-00983,2026-04-21,Leeds,Packing,Beta,73,70,6,2,5.96,1,498.47,925.58,OK
TXN-00984,2025-05-20,Sheffield,Assembly,Beta,148,163,2,25,10.81,1,1162.72,1690.15,OK
TXN-00985,2026-04-13,Sheffield,Packing,Beta,178,160,5,29,12.94,1,934.59,2162.47,OK
TXN-00986,2025-05-11,Leeds,Packing,Delta,101,105,4,4,6.53,1,601.51,971.36,OK
TXN-00987,2026-02-07,Sheffield,Dispatch,Alpha,111,104,1,8,7.67,1,809.4,1134.66,OK
TXN-00988,31/13/2025,Nottingham,Quality,Beta,215,148,5,3,18.57,1,1483.37,2649.25,OK
TXN-00989,2025-01-08,Sheffield,Quality,Gamma,77,71,0,40,6.18,0,583.21,907.49,OK
TXN-00990,2025-12-24,Manchester,Packing,Alpha,109,86,2,9,9.16,1,629.29,1288.91,OK
TXN-00991,2025-03-27,Leeds,Quality,Gamma,114,113,1,13,9.49,1,876.43,1395.85,OK
TXN-00992,2025-08-17,Manchester,Quality,Gamma,96,107,0,3,7.82,0,625.22,1036.14,OK
TXN-00993,2025-09-11,Nottingham,Assembly,Alpha,83,100,5,14,6.78,0,478.89,718.0,OK
TXN-00994,2025-04-24,Nottingham,Quality,Delta,93,95,1,5,6.66,1,627.32,999.54,OK
TXN-00995,2025-10-08,Sheffield,Assembly,Gamma,64,79,2,24,6.55,0,419.31,680.91,OK
TXN-00996,2025-06-30,Nottingham,Dispatch,Gamma,102,103,4,32,9.68,1,812.05,996.75,OK
TXN-00997,2025-04-07,Sheffield,Packing,Alpha,81,86,2,10,6.95,1,455.83,938.73,OK
TXN-00998,2025-07-06,Nottingham,Dispatch,Delta,80,81,2,11,6.5,1,607.98,738.41,OK
TXN-00999,2026-04-27,Sheffield,Packing,Delta,98,128,4,16,8.38,0,590.48,949.76,OK
TXN-01000,2026-04-03,Nottingham,Assembly,Beta,127,108,1,23,9.93,1,948.34,1389.48,OK
TXN-01001,2025-07-30,Manchester,Dispatch,Delta,168,168,6,13,12.88,1,1242.19,2108.47,OK
TXN-01002,2025-07-02,Leeds,Dispatch,Gamma,135,178,1,18,9.57,0,926.79,1538.82,OK
TXN-01003,2026-02-23,Nottingham,Assembly,Gamma,90,88,2,33,6.8,1,683.77,946.3,OK
TXN-01004,2026-03-06,Nottingham,Quality,Gamma,151,143,2,24,11.09,1,1189.52,1500.81,OK
TXN-01005,2025-12-17,Sheffield,Dispatch,Alpha,93,102,0,6,7.11,1,702.89,973.01,OK
TXN-01006,2025-12-23,Sheffield,Dispatch,Delta,107,112,0,28,7.95,1,634.53,1086.22,OK
TXN-01007,2025-11-19,Sheffield,Quality,Beta,105,88,3,4,6.71,1,793.22,1166.12,OK
TXN-01008,2025-10-14,Nottingham,Dispatch,Alpha,115,163,3,2,8.64,0,557.31,1341.58,OK
TXN-01009,2025-02-05,Sheffield,Packing,Alpha,170,137,2,27,14.21,1,1164.41,2000.42,OK
TXN-01010,2025-09-13,Sheffield,Dispatch,Alpha,116,108,1,17,7.46,1,807.2,1215.11,OK
TXN-01011,2025-08-08,Leeds,Dispatch,Beta,104,130,0,1,7.46,0,675.07,1318.67,OK
TXN-01012,2026-03-09,Manchester,Quality,Beta,126,111,5,37,9.09,0,921.69,1147.13,OK
TXN-01013,2026-03-24,Sheffield,Quality,Gamma,81,82,4,26,5.56,1,443.17,983.85,OK
TXN-01014,2025-08-22,Leeds,Quality,Beta,139,174,2,14,11.21,0,974.12,1314.13,OK
TXN-01015,2025-02-27,Manchester,Dispatch,Delta,104,125,3,15,7.91,0,761.12,1209.92,OK
